"brand_name","String","Brand (ex: Nokia)"
"model_name","String","Model (ex: N95)"
"marketing_name","String","In addition to Brand and Model, some devices have a marketing name (for ex: BlackBerry 8100 Pearl, Nokia 8800 Scirocco, Samsung M800 Instinct)."
"model_extra_info","String","In addition to Brand and Model (and possibly a marketing name), some may be characterized by extra info (es: Nokia N95 8GB, Sharp 902SH Vodafone). "
"unique","Boolean","UA is repetead for different devices (rare, but deadly occurence)"
"ununiqueness_handler","String","How to handle a non-unique User-agent String (API/framework may support specific mechanism to handle HTTP request directly)"
"is_wireless_device","Boolean","Tells you if a device is wireless or not. Specifically a mobile phone or a PDA are considered wireless devices, a desktop PC or a laptop are not"
"device_claims_web_support","Boolean","Whether the device is wireless or not, the browser may claim web support or not. Opera for Symbian is an example of a browser that claims web support (and tries to render at best) a page that was developed for web presentation independently from the device."
"has_pointing_device","Boolean","(deprecated): The presence of a stylus is the tipical example of this, but there are also devices with mouse-like user controls that can have this capability set to true.In general, not having to click your way to each and every link (or form widget) makes a big difference and this capability captures that."
"pointing_method","String","Links and widgets can be activated with either a stylus, a finger, a joystick or a BlackBerry-style clickwheel. Devices with this capability set to empty string ("""") should have has_pointing_device set to false. Values: joystick, stylus, touchscreen, clickwheel, """" (empty string)"
"has_qwerty_keyboard","Boolean","Some devices come with a full querty keyboard. This may have a say on how forms or other functions are implemented. Virtual keyboard (a-la Palm pilot) are good enough to make this capability tick to true."
"can_skip_aligned_link_row","Boolean","Many modern devices (or browser/device combo) let users skip a row of links (for ex: link1|link2|link3|link4) with just one click down. Other devices force users to click multiple times to skip the list of links."
"uaprof","String","UAProf urls can typically be extracted as a HTTP header. This capability may be useful when this is not possible for some reason."
"uaprof2","String","UAProf urls can typically be extracted as a HTTP header. This capability may be useful when this is not possible for some reason."
"uaprof3","String","UAProf urls can typically be extracted as a HTTP header. This capability may be useful when this is not possible for some reason."
"nokia_series","Integer","Nokia Series 20/30/40/60/80 or 90"
"nokia_edition","Integer","Developer Platform (1/2/3/...)"
"nokia_feature_pack","Integer","Nokia Feature Pack (0,1,2,3,4,5,6,7,8)"
"device_os","String","Information about hosting OS"
"device_os_version","String","Which version of the hosting OS"
"mobile_browser","String","Information about the device browser (Openwave, Nokia, Opera, Access, Teleca,...)"
"mobile_browser_version","String","Which version of the browser"
"can_assign_phone_number","Boolean","Device is a mobile phone and may have a phone number associated to it."
"release_date","String","Original release date of the device"
"proportional_font","Boolean","The standard font is proportional"
"built_in_back_button_support","Boolean","User may always click on a button to go back"
"card_title_support","Boolean","The device displays the title on the screen"
"softkey_support","Boolean","Softkeys are supported"
"table_support","Boolean","The browser displays tables formatted ""correctly"" (rather than 1 cell per line)"
"numbered_menus","Boolean","The browser lists numbers to pick an element from a list"
"menu_with_select_element_recommended","Boolean","A select element is the most usable menu format"
"menu_with_list_of_links_recommended","Boolean","A list of links is the most usable menu format"
"icons_on_menu_items_support","Boolean","Links may be associated with icons"
"break_list_of_links_with_br_element_recommended","Boolean","When presenting a list of links the use of <br/> is suggested for better presentation"
"access_key_support","Boolean","respects the ""accesskey"" attribute of the anchor tag"
"wrap_mode_support","Boolean","The browser can be forced to wrap or not lines"
"times_square_mode_support","Boolean","time_square_mode_support is an Openwave browser specific feature related to what happens with code that looks like <p mode=""nowrap"">. The Openwave browser will present the text in this block on a single line that will only scroll (like marquee) when the line has been activated (has focus). Other browser either cropped such blocks, or force ths user to scroll horizontally on the page. "
"deck_prefetch_support","Boolean","Prefetching of other decks is supported"
"elective_forms_recommended","Boolean","input and select elements can/should be placed in a single card rather than on discrete cards"
"wizards_recommended","Boolean","wizards_recommended"
"image_as_link_support","Boolean","You may use images to present a link"
"insert_br_element_after_widget_recommended","Boolean","The use of a break is suggested after widgets"
"wml_can_display_images_and_text_on_same_line","Boolean","Some devices not display an image and text on the same line. Set this to true if the device supports it"
"wml_displays_image_in_center","Boolean","Some devices will show images aligned in center by default, true if this happens"
"opwv_wml_extensions_support","Boolean","This is specific for Openwave browsers and possibly third party browsers that are compatible. As WML extensions we mean pictograms and other tags that were never formalized by the WAP forum"
"wml_make_phone_call_string","String","Prefix to initiate a voice call"
"chtml_display_accesskey","Boolean","The device displays a number when you use an accesskey"
"emoji","Boolean","Emoji are special characters which appear in i-Mode pages as small icons"
"chtml_can_display_images_and_text_on_same_line","Boolean","As for WML, this is set to true if the device can display images and text on the same line"
"chtml_displays_image_in_center","Boolean","As for WML, this is set to true if the device will align images in center by default"
"imode_region","String","This field describes the market region for the device, useful for emoji's and other possible localizations. Possible values as ""ja"" for Japan, ""eu"" for Europe, ""us"" for USA ""as"" for Asia. ""none"" means unknown or not set."
"chtml_make_phone_call_string","String","Prefix to initiate a voice call"
"chtml_table_support","Boolean","Tables are not supported by default on i-mode/chtml devices. This capability tells you if the device supports this ""extra"" feature"
"xhtml_honors_bgcolor","Boolean","Background colour can be set"
"xhtml_supports_forms_in_table","Boolean","Form entry within a table is possible"
"xhtml_support_wml2_namespace","Boolean","The WML version 2.0 namespace is supported, so the device will successfully render WML2.0 content"
"xhtml_autoexpand_select","Boolean","Some device automatically expand select's (MOT T720, for example)"
"xhtml_select_as_dropdown","Boolean","The device displays select's as dropdown lists"
"xhtml_select_as_radiobutton","Boolean","The device displays select's as radio buttons"
"xhtml_select_as_popup","Boolean","The device displays select's as popup lists, similar to the Openwave GUI extension"
"xhtml_display_accesskey","Boolean","The device displays a number when you use an accesskey"
"xhtml_supports_iframe","String","Indicates whether the browser supports iFrame: none,partial,full. Partial support means that the content in the containing page is not rendered if placed after the iframe."
"xhtml_supports_invisible_text","Boolean","The device allows text to be hidden by CSS"
"xhtml_supports_inline_input","Boolean","Some browsers let you type text locally. Others bring you to a separate data entry control. "
"xhtml_supports_monospace_font","Boolean","Does device support monospace fonts only? "
"xhtml_supports_table_for_layout","Boolean","This device support for tables is solid enough that you can use tables to layout content on the screen.Used in WALL) "
"xhtml_supports_css_cell_table_coloring","Boolean","CSS support in this device is good enough that table cells are correctly colored when the color is defined through CSS (Used in WALL) "
"xhtml_format_as_css_property","Boolean","This field is true if the device supports a css property to define the format of an input field. This is what the ""format"" attribute was in WML. Follows the same rules as ""format"" used to do. Example: style==-wap-input-format:NNNN (Used in WALL)"
"xhtml_format_as_attribute","Boolean","This is set true if the device supports the ""format"" attribute in input fields (Used in WALL)"
"xhtml_nowrap_mode","Boolean","Does device support wrap mode as a XHTML attribute? (Used by WALL)"
"xhtml_marquee_as_css_property","Boolean","Does device support MARQUEE though CSS syntax? (used by WALL) "
"xhtml_readable_background_color1","String","This and the following properties lets you define 2 colors which interoperate visually on the device. For example, by using one of these two colors as background, you don't risk that an hyperlink disappears against its background. (Used by WALL) against "
"xhtml_readable_background_color2","String","refer to xhtml_readable_background_color1 for description (Used by WALL)"
"xhtml_allows_disabled_form_elements","Boolean","XHTML lets you define ""disabled"" form elements. If this actually works on the different devices is tracked down by this capability. "
"xhtml_document_title_support","Boolean","While one can define the document title with the title tag, not all devices actually render the title. This capability keeps track of that behavior (Used by WALL) "
"xhtml_preferred_charset","String","UTF-8 should be supported by default, but some devices have problems. Here you may find alternative charsets such as iso8859. This field does not present the exact charset because with ISO charsets you may need to specify the one of your region (1, 15, other) - Capability mentor: Pau Aliagas"
"opwv_xhtml_extensions_support","Boolean","The Openwave browser has some supports some useful extensions. Tracked by this capability (used by WALL) "
"xhtml_make_phone_call_string","String","Prefix to initiate a voice call (Used by WALL)"
"xhtmlmp_preferred_mime_type","String","Most devices should support both text/html and the specific XHTML MP mime type. Some are a little pickie, here you should find a mime type that always works. Default is text/html"
"xhtml_table_support","Boolean","tables SHOULD be supported as syntax, but are often rendered poorly. This tag tells you if the browser is able to render tables decently"
"xhtml_supports_file_upload","Boolean","Deprecated. See xhtml_file_upload"
"xhtml_send_sms_string","String","Indicates whether device supports the href=""sms:+num"" syntax to trigger the SMS client from a link. Syntax may be ""smsto:"" on some devices or not be supported at all. Values: none, sms:,smsto:"
"xhtml_send_mms_string","String","Indicates whether device supports the href=""mms:+num"" syntax to trigger the MMS client from a link. Syntax may be ""mmsto:"" on some devices or not be supported at all. Values: none, mms:,mmsto:"
"xhtml_file_upload","String","Indicates whether the browser honours the type=""file"" element in forms (users can upload files on their devices to a remote server). On some devices, users may need to copy/move the file from a given directory to a directory visible to the web browser on the device file-system. Values: not_supported, supported, supported _user_intervention"
"xhtml_support_iframe","Boolean","Indicated whether the browser supports iFrame"
"xhtml_avoid_accesskeys","Boolean","Some browsers define standard keyboard accelerators which conflict with the accesskeys defined by the author. It is better to avoid accesskeys for those devices."
"cookie_support","Boolean","Indicates whether the browser supports cookies (please observe that the cookie may be missing in case an operator strips it out. Similarly, a device with no cookie support may automatically become cookie enabled if a WAP gateway manages cookies on behalf of the device)"
"accept_third_party_cookie","Boolean","Indicates whether the phone accepts a cookie set from a pixel in a page of a different domain (assuming device with default settings)"
"css_supports_width_as _percentage","Boolean","identify those devices for which the CSS property width:100% does not work as expected (many Nokias). In those case, one is better off using the max_image_width to force tables to be the correct size across the screen."
"ajax_support_javascript","Boolean","A device can be said Javascript enabled only if the following features are reliably supported: alert, confirm, access form elements (dynamically set/modify values), setTimeout, setInterval, document.location. If a device fails one of these tests, mark as false (i.e. crippled javascript is not enough to be marked as javascript-enabled) "
"ajax_support _getelementbyid","Boolean","can select a node through its ID"
"ajax_xhr_type","String","Which syntax to create a XMLHttpRequest() object:none or XMLHttpRequest(); ActiveXObject(""Msxml2.XMLHTTP"") and ActiveXObject(""Microsoft.XMLHTTP"") Values: none, standard, msxml2, legacy_microsoft"
"ajax_support_inner_html","Boolean","can stick a bit of HTML into a DIV. In the case of xml documents, this may not be working as expected (notably on the iPhone). So, always make sure you are using the right DTD/Mime-type for the documents, if you intend to use innerHTML(). "
"ajax_manipulate_dom","Boolean","Indicated whether parentNode, getElementsByTagName and getElementsByName are supported (all of them)."
"ajax_manipulate_css","Boolean","Modify CSS property programmatically and have the changes all immediately reflected visually in the rendering. In particular, display: none/block (with page reflow) is supported."
"ajax_support_events","Boolean","onload, onclick, onsubmit and onselect are supported"
"ajax_support_event _listener","Boolean","(Event Listeners) Indicates whether browser allows the registration of event listeners on event targets. "
"xhtml_support_level","Integer","Assuming the device supports some form of XHTML, this capability measures how reliably certain common designer features are supported, according to the following description ([-1 |..| 4])."
"preferred_markup","String","This field identifies which markup is best supported by the device. This field is filled on personal experiences of our contributors and is used by the WALL library. Values for this capability look like: wml_1_1, html_wi_imode_compact_generic and html_wi_oma_xhtmlmp_1_0. Just like any other capability, you may override this value in the patch file"
"wml_1_1","Boolean","Supports WML version 1.1"
"wml_1_2","Boolean","Supports WML version 1.2"
"wml_1_3","Boolean","Supports WML version 1.3"
"html_wi_w3_xhtmlbasic","Boolean","XHTML basic is XHTML reduced to a minimal set of tags, and was introduced to serve as a basis for a markup which would work on devices with very limited capabilities."
"html_wi_oma_xhtmlmp_1_0","Boolean","XHTML MP is XHTML Basic with the addition of a few extra tags to allow for the application of WCSS ('style' attribute and tag, 'hr' tag)"
"html_wi_imode_html_1","Boolean","Supports DoCoMo's iHTML version 1.0"
"html_wi_imode_html_2","Boolean","Supports DoCoMo's iHTML version 2.0"
"html_wi_imode_html_3","Boolean","Supports DoCoMo's iHTML version 3.0"
"html_wi_imode_html_4","Boolean","Supports DoCoMo's iHTML version 4.0"
"html_wi_imode_html_5","Boolean","Supports DoCoMo's iHTML version 5.0"
"html_wi_imode_htmlx_1","Boolean","Supports DoCoMo's xHTML version 1.0"
"html_wi_imode_htmlx_1_1","Boolean","Supports DoCoMo's xHTML version 1.1"
"html_wi_imode_ compact_generic","Boolean","Supports generic compact HTML (cHTML)"
"html_web_3_2","Boolean","Supports HTML version 3.2"
"html_web_4_0","Boolean","Supports HTML version 4"
"voicexml","Boolean","Supports voice XML"
"multipart_support","Boolean","Supports multipart contents"
"total_cache_disable_support","Boolean","possibility to disable the browser's cache completely"
"time_to_live_support","Boolean","Device support 'time to live'(TLL) or not. The length of time that a device keeps a deck in cache is called the time to live (TTL). The default TTL is 30 days (or until memory is exhausted) for Openwave browsers. If a deck contains time-sensitive information, you can specify a shorter TTL so that the device will reload the deck from the server more frequently."
"resolution_width","Integer","This field represents the display's usable width expressed in pixels"
"resolution_height","Integer","This field represents the display's usable height width expressed in pixels"
"columns","Integer","Number of columns presented"
"rows","Integer","Number of lines presented"
"max_image_width","Integer","Width of the images viewable width expressed in pixels"
"max_image_height","Integer","Height of the images viewable width expressed in pixels"
"dual_orientation","Boolean","Some devices may be flipped, i.e. user may change orientation, effectively inverting screen_width and screen_height for mobile web browsing and, possibly, for other functions."
"wbmp","Boolean","supports wbmp format"
"bmp","Boolean","Supports bmp format"
"epoc_bmp","Boolean","Supports the EPOC (Symbian) bitmap format, also known as mbm"
"gif","Boolean","supports gif format"
"gif_animated","Boolean","supports animated gif (gif89a) format"
"jpg","Boolean","supports jpg format"
"png","Boolean","supports png format"
"tiff","Boolean","supports tif format"
"transparent_png_alpha","Boolean","supports PNG alpha channel transparency"
"transparent_png_index","Boolean","supports PNG index transparency"
"flash_lite","Boolean","supports flash lite format version 1.0"
"flash_lite_1_1","Boolean","supports flash lite format version 1.1"
"flash_lite_download_limit","Integer","Defines the download limit in bytes for flash lite files"
"svgt_1_1","Boolean","supports SVGT v1.1 - Capability mentor: Antoine Quint"
"svgt_1_1_plus","Boolean","supports SVGT v1.1+ - Capability mentor: Antoine Quint"
"greyscale","Boolean","supports greyscale format"
"colors","Integer","In general the number of colors used by the phone"
"post_method_support","Boolean","If true the phone supports HTTP POST method"
"basic_authentication_support","Boolean","basic authentication support (login and password)"
"emptyok","Boolean","An empty select is allowed"
"empty_option_value_support","Boolean","If true the phone will allow the user to pick an empty value from a select"
"nokia_voice_call","Boolean","Supports the Nokia 'make call' function"
"wta_voice_call","Boolean","Supports the standard WML call function"
"wta_phonebook","Boolean","The WTA implementation supports access to the device's phonebook"
"wta_misc","Boolean","The WTA implementation supports the miscellaneous features of the WTAI specification"
"wta_pdc","Boolean","Supports WTA over a PDC network"
"https_support","String","Generic support for HTTPS protocol (SSL connections). Deafult for generic is ""supported"", because it is generally recommended to ask users to activate an HTTPS connection. Values: supported, not_supported, not_predictable"
"https_verisign_class3","Boolean","Verisign Class 3 Certificate for SSL supported"
"https_detectable","Boolean","The device can detect when a request is made to an HTTPS resource  (DEPRECATED)"
"phone_id_provided","Boolean","The IMEI number is accessible"
"has_cellular_radio","Boolean","Device has cellular technology (most probably a phone, but not necessarily. May be a data-only device such as Kindle or Nokia N800)"
"max_data_rate","Integer","Maximum bandwidth reachable by the device. Possible values: Maximum bandwidth reachable by the device. Possible values (value in Kilobits. one kilobit = 1000 bit):
HSDPA = 1800 | 3600 | 7200 | 14400 depending on the device
UMTS(3G) = 384
EGPRS/EDGE = 200
GPRS = 40
HSCSD = 29
CSD = 9"
"wifi","Boolean","Device can access WiFi connections"
"sdio","Boolean","Device can accept SDIO cards (for WiFi)"
"vpn","Boolean","Device can support VPN connections"
"max_deck_size","Integer","Maximum allowed size for a deck in bytes"
"max_url_length_in_requests","Integer","Maximum allowed URL length"
"max_url_length_homepage","Integer","Maximum allowed URL length for the browser's homepage"
"max_url_length_bookmark","Integer","Maximum allowed URL length for a bookmark"
"max_url_length_cached_page","Integer","Maximum allowed URL length for a cached page"
"max_no_of_connection_settings","Integer","Number of connection profiles supported"
"max_no_of_bookmarks","Integer","Number of bookmarks the browser can store"
"max_length_of_username","Integer","Maximum allowed length for a username"
"max_length_of_password","Integer","Maximum allowed length for a password"
"max_object_size","Integer","The maximum file size (in bytes) supported when downloading using WTP-SAR"
"downloadfun_support","Boolean","if true the phone supports downloadfun features"
"directdownload_support","Boolean","if true the phone supports object downloading in an anchor"
"inline_support","Boolean","if true the phone has the possibility to save an image or object shown in a page"
"oma_support","Boolean","if true the phone supports OMA specifications for object downloading"
"ringtone","Boolean","if true the phone supports the download of ringtones"
"ringtone_midi_monophonic","Boolean","support for monophonic (type 0) midi files"
"ringtone_midi_polyphonic","Boolean","support for polyphonic midi files"
"ringtone_imelody","Boolean","support for the download of iMelody files"
"ringtone_digiplug","Boolean","support for the download of digiplug files"
"ringtone_compactmidi","Boolean","support for the download of compact-midi files"
"ringtone_mmf","Boolean","support for the download of MMF/SMAF files (Yamaha)"
"ringtone_rmf","Boolean","support for the download of RMF files (Beatnik)"
"ringtone_xmf","Boolean","support for the download of XMF files (Beatink - midi approved)"
"ringtone_amr","Boolean","support for the download of AMR files"
"ringtone_awb","Boolean","support for the download of AMR wide band files"
"ringtone_aac","Boolean","support for the download of AAC files"
"ringtone_wav","Boolean","support for the download of WAV files"
"ringtone_mp3","Boolean","support for the download of MP3 files"
"ringtone_spmidi","Boolean","support for the download of SPmidi files"
"ringtone_qcelp","Boolean","support for the download of QCELP files"
"ringtone_3gpp","Boolean","support for the download of 3GPP files"
"ringtone_voices","Integer","Represents the maximum number of voices for a downloaded ringtone"
"ringtone_df_size_limit","Integer","Size limit in bytes of downloadable ringtones through downloadfun"
"ringtone_directdownload_size_limit","Integer","Size limit in bytes of downloadable ringtones through direct download"
"ringtone_inline_size_limit","Integer","Size limit in bytes of downloadable ringtones for inline objects"
"ringtone_oma_size_limit","Integer","Size limit in bytes of downloadable ringtones through OMA DD"
"wallpaper","Boolean","if true the phone supports the download of wallpapers"
"wallpaper_wbmp","Boolean","support for wbmp images"
"wallpaper_bmp","Boolean","support for bmp images"
"wallpaper_gif","Boolean","support for gif images"
"wallpaper_jpg","Boolean","support for jpg images"
"wallpaper_png","Boolean","support for png images"
"wallpaper_tiff","Boolean","support for tiff images"
"wallpaper_greyscale","Boolean","true if the phone users a greyscale"
"wallpaper_colors","Integer","This is the number in bit of displayable colors. Note: if a phone uses 8 tones of grey, you should set wallpaper_greyscale to true and wallpaper_colors to 3"
"wallpaper_max_width","Integer","Maximum width supported for a wallpaper"
"wallpaper_max_height","Integer","Maximum height supported for a wallpaper"
"wallpaper_preferred_width","Integer","Maximum width suggested for a wallpaper"
"wallpaper_preferred_height","Integer","Maximum height suggested for a wallpaper"
"wallpaper_df_size_limit","Integer","Maximum size in bytes of a wallpaper"
"wallpaper_directdownload_size_limit","Integer","Maximum size in bytes of a wallpaper"
"wallpaper_inline_size_limit","Integer","Maximum size in bytes of a wallpaper"
"wallpaper_oma_size_limit","Integer","Maximum size in bytes of a wallpaper"
"wallpaper_resize","String","Describes if and how the device resizes a downloaded wallpaper if not exactly the same size of the screen. Possible values are ""none"", ""fixed_ratio"" (rescale respecting original proportions), ""crop_centered"", ""crop_top_left""."
"screensaver","Boolean","if true the phone supports the download of screensavers"
"screensaver_wbmp","Boolean","support for wbmp images"
"screensaver_bmp","Boolean","support for bmp images"
"screensaver_gif","Boolean","support for gif images"
"screensaver_jpg","Boolean","support for jpg images"
"screensaver_png","Boolean","support for png images"
"screensaver_greyscale","Boolean","true if the phone users a greyscale"
"screensaver_colors","Integer","This is the number in bit of displayable colors. Note: if a phone uses 8 tones of grey, you should set wallpaper_greyscale to true and wallpaper_colors to 3"
"screensaver_max_width","Integer","Maximum width supported for a screensaver"
"screensaver_max_height","Integer","Maximum height supported for a screensaver"
"screensaver_preferred_width","Integer","Maximum width suggested for a screensaver"
"screensaver_preferred_height","Integer","Maximum height suggested for a screensaver"
"screensaver_df_size_limit","Integer","Maximum size in bytes of a screensaver through downloadfun"
"screensaver_directdownload_size_limit","Integer","Maximum size in bytes of a screensave through direct download"
